Country Name,Country Code,Indicator Name,Indicator Code,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011
Czech Republic,CZE,"Expenditure per student, tertiary (% of GDP per capita)",SE.XPD.TERT.PC.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.72809,30.49427,31.11582,31.00637,33.29651,30.09465,27.22554,37.28781,30.47776,25.71815,,,
Czech Republic,CZE,"Health expenditure, total (% of GDP)",SH.XPD.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.000508687,6.709428214,6.661995457,6.627304114,6.557102879,6.545999875,6.685233571,7.081753524,7.438986656,7.184069879,7.24113766,6.693703035,6.522338995,6.818895771,7.993378735,7.875221252,
Czech Republic,CZE,Present value of external debt (% of GNI),DT.DOD.PVLX.GN.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Czech Republic,CZE,Interest payments on external debt (% of GNI),DT.INT.DECT.GN.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Czech Republic,CZE,External debt stocks (% of GNI),DT.DOD.DECT.GN.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Czech Republic,CZE,Total debt service (% of GNI),DT.TDS.DECT.GN.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Czech Republic,CZE,GNI per capita (constant LCU),NY.GNP.PCAP.KN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,181901.1246,181198.2806,185668.6602,196532.1355,202310.5457,200686.4817,198621.0779,200457.0568,208296.722,211623.5712,213322.988,221498.0098,228028.4434,244937.2704,259524.8829,267457.1484,279525.7209,262058.7115,265686.2822,
Czech Republic,CZE,GNI per capita (constant 2000 US$),NY.GNP.PCAP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4713.013812,4694.803295,4810.629741,5092.09974,5241.816939,5199.737837,5146.223728,5193.793494,5396.917309,5483.115162,5527.146637,5738.95946,5908.161402,6346.26499,6724.226474,6929.749541,7242.443313,6789.877357,6883.86683,
Denmark,DNK,"Primary education, teachers",SE.PRM.TCHR,,,,,,,,,,,,,,,,,,,,,,,,34807,34744,34376,32607,31862,31052,,28501,32900,32900,33100,,,36400,37050,37956,39854,,,,,,,,,,
Denmark,DNK,"Secondary education, teachers",SE.SEC.TCHR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52100,53000,50100,,,,44168,44587,43921,,,,,,,,,,
Denmark,DNK,"Expenditure per student, primary (% of GDP per capita)",SE.XPD.PRIM.PC.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.59425,24.20897,25.45629,24.62682,25.29723,24.85023,25.24579,24.68951,24.43578,24.94289,,,
Denmark,DNK,"Expenditure per student, secondary (% of GDP per capita)",SE.XPD.SECO.PC.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.10663,38.14784,34.77108,35.78857,34.75882,35.3567,35.13637,34.56976,32.15128,31.50676,,,
Denmark,DNK,"Expenditure per student, tertiary (% of GDP per capita)",SE.XPD.TERT.PC.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.86258,70.17713,75.50915,73.91044,66.72786,62.54542,55.49687,53.7318,53.64412,52.14073,,,
Denmark,DNK,"Health expenditure, total (% of GDP)",SH.XPD.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.125291184,8.211499334,8.150911347,8.323106592,8.471140273,8.26414027,8.563047175,8.760964409,9.299180618,9.450476749,9.490847283,9.924316294,9.932199351,10.20574515,11.45122521,11.41505199,
Denmark,DNK,Present value of external debt (% of GNI),DT.DOD.PVLX.GN.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Denmark,DNK,Interest payments on external debt (% of GNI),DT.INT.DECT.GN.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Denmark,DNK,External debt stocks (% of GNI),DT.DOD.DECT.GN.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Denmark,DNK,Total debt service (% of GNI),DT.TDS.DECT.GN.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Denmark,DNK,GNI per capita (constant LCU),NY.GNP.PCAP.KN,,,,,,,,,149263.6997,152494.54,157865.4979,164376.7261,161091.7294,159217.4911,168496.9096,171808.5079,175345.4635,180226.2609,177671.1024,174707.2371,180114.8332,185375.1114,192298.1019,199744.3266,209861.3302,210899.4756,210098.7275,210505.4484,213033.9968,215088.5093,219454.8551,220009.3275,231660.9763,238471.9578,243333.5252,249731.4856,254933.684,261338.6372,266253.8487,269058.9932,270059.2868,271886.3936,280364.9577,289108.8955,299321.7738,300363.9745,297779.7375,278964.1386,283486.0283,
Denmark,DNK,GNI per capita (constant 2000 US$),NY.GNP.PCAP.KD,,,,,,,,,16451.75427,16807.85554,17399.83925,18117.50286,17755.43253,17548.85512,18571.62699,18936.62934,19326.47043,19864.42895,19582.80093,19256.12551,19852.14746,20431.93213,21194.97994,22015.6983,23130.78828,23245.21204,23156.95407,23201.7826,23480.47767,23706.92479,24188.18077,24249.29438,25533.53204,26284.23428,26820.07328,27525.25259,28098.63573,28804.58579,29346.3374,29655.51872,29765.77048,29967.15309,30901.65526,31865.40678,32991.06402,33105.93475,32821.10171,30747.25783,31245.65777,
Djibouti,DJI,"Primary education, teachers",SE.PRM.TCHR,,,,,,,,,,180,228,206,229,251,268,,,358,360,419,460,423,496,511,585,617,655,680,711,742,769,714,787,881,1005,1096,,966,1192,,,1348,1410,1466,1598,1597,1657,1627,,1731
Djibouti,DJI,"Secondary education, teachers",SE.SEC.TCHR,,,,,,,,,,,140,97,106,141,148,176,202,,262,278,301,314,334,339,351,411,416,453,457,,495,495,510,,628,,,680,,,,,,,967,1021,1651,1497,,1827
Djibouti,DJI,"Expenditure per student, primary (% of GDP per capita)",SE.XPD.PRIM.PC.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.2972,23.67791,24.63196,,,
Djibouti,DJI,"Expenditure per student, secondary (% of GDP per capita)",SE.XPD.SECO.PC.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.10959,,,
Djibouti,DJI,"Expenditure per student, tertiary (% of GDP per capita)",SE.XPD.TERT.PC.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Djibouti,DJI,"Health expenditure, total (% of GDP)",SH.XPD.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.027234655,4.001175398,4.503903626,5.282880468,6.224384041,5.807613272,5.424539756,5.495117844,6.107745364,5.411905611,6.802975736,7.048311188,7.718289135,7.182461785,7.849842671,7.242339924,
Djibouti,DJI,Present value of external debt (% of GNI),DT.DOD.PVLX.GN.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.12544781,
Djibouti,DJI,Interest payments on external debt (% of GNI),DT.INT.DECT.GN.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3886832,0.480880524,0.422843385,0.359216394,0.384441567,0.557533952,0.338924977,0.339713406,0.418444205,0.458537897,0.270978413,0.409450818,0.486594749,0.608284735,0.486180439,0.588495644,0.705298031,0.729393419,0.737107751,,
Djibouti,DJI,External debt stocks (% of GNI),DT.DOD.DECT.GN.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.41906637,44.16892634,47.53757463,50.68688899,52.89721799,56.42530017,51.01510414,53.15857477,48.81174439,45.51253171,44.30266255,54.07949886,57.98693905,57.42497887,52.38581341,54.9493315,72.15398662,65.1272894,67.43062778,,
Djibouti,DJI,Total debt service (% of GNI),DT.TDS.DECT.GN.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.850852662,2.019095846,1.739832865,2.109658605,2.164134195,2.281337908,1.319185356,0.962743601,1.750901829,2.338366915,1.789312349,2.054674663,2.377256788,2.453109612,2.013550058,2.752168684,2.530461032,2.76363931,3.121190633,,
Djibouti,DJI,GNI per capita (constant LCU),NY.GNP.PCAP.KN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,138159.5155,134837.4716,124915.235,119984.6289,113440.2131,105453.0525,100566.6933,96931.23637,96128.79661,94353.14396,93393.09564,94246.81296,100692.7798,104169.6391,105231.9898,,,,,,
Djibouti,DJI,GNI per capita (constant 2000 US$),NY.GNP.PCAP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1134.365449,1107.089646,1025.622638,985.139656,931.4064097,865.827438,825.7077471,795.8586503,789.2701795,774.6910967,766.8085731,773.8180608,826.7429865,855.2899091,864.0123921,,,,,,
Dominica,DMA,"Primary education, teachers",SE.PRM.TCHR,,,,,,,,,,,,504,448,466,637,462,455,614,,,,,510,,494,,,,,439,414,440,440,435,,,,608,602,617,589,550,519,519,517,499,500,510,508,
Dominica,DMA,"Secondary education, teachers",SE.SEC.TCHR,,,,,,,,,,,202,228,274,268,274,261,296,312,329,330,320,,334,,333,,,,,403,512,506,524,560,,,,376,346,374,443,460,445,496,455,469,506,524,511,
Dominica,DMA,"Expenditure per student, primary (% of GDP per capita)",SE.XPD.PRIM.PC.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.17711,16.74646,12.92844,15.14943,
Dominica,DMA,"Expenditure per student, secondary (% of GDP per capita)",SE.XPD.SECO.PC.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.02546,14.33412,13.13488,15.30885,
Dominica,DMA,"Expenditure per student, tertiary (% of GDP per capita)",SE.XPD.TERT.PC.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dominica,DMA,"Health expenditure, total (% of GDP)",SH.XPD.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.912217208,5.98731203,6.133120357,5.890024354,5.934430765,5.94140545,6.164679033,6.48152185,6.397519904,5.997740524,6.013316996,6.070410663,6.133891631,5.972659109,6.183324029,7.421372888,
Dominica,DMA,Present value of external debt (% of GNI),DT.DOD.PVLX.GN.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56.28621376,
Dominica,DMA,Interest payments on external debt (% of GNI),DT.INT.DECT.GN.ZS,,,,,,,,,,,,,,,,,,,,0.323748202,0.538394514,1.270026103,1.455403041,1.655508874,1.705695576,1.472667465,1.294933101,1.214305693,1.208936793,1.261763447,1.191973991,1.183211555,1.165640148,1.133939265,1.411164294,1.748850753,1.426698412,1.476075447,1.753302799,3.551627241,2.639627923,3.434844809,3.49813974,2.310215827,2.261391774,2.028317918,1.740576706,1.423188585,1.230091463,
Dominica,DMA,External debt stocks (% of GNI),DT.DOD.DECT.GN.ZS,,,,,,,,,,,,,,,,,,,,21.6341738,28.40065664,42.97466544,53.22681809,58.18053565,52.34815316,58.9503027,52.50860513,53.02445389,54.50006034,55.34048177,51.80802695,49.67014917,48.01625422,49.04085594,52.78498629,45.76592318,46.444407,47.70015223,71.09955556,89.01097235,100.351691,121.3267757,120.8807798,101.2817266,84.23858975,89.04214044,85.15652092,71.24337513,73.16698171,
Dominica,DMA,Total debt service (% of GNI),DT.TDS.DECT.GN.ZS,,,,,,,,,,,,,,,,,,,,0.908293566,1.273323787,2.63813343,4.207024415,4.099151338,4.295724493,6.348924483,4.731596642,4.583576419,3.574140143,3.319363932,3.068872072,3.667646618,3.61138112,3.230943732,3.210031279,4.654504874,4.269429864,4.384873076,3.72403354,5.147319017,3.957238448,4.690950859,4.837129675,4.786540259,4.74042233,4.836337935,4.281038152,4.596486708,3.423382164,
Dominica,DMA,GNI per capita (constant LCU),NY.GNP.PCAP.KN,,,,,,,,,,,,,,,,6284.554313,6916.275336,5600.271733,6410.549027,7196.769434,7481.747944,7668.16985,8017.001382,7926.382379,8818.873317,9417.014447,10400.69998,10279.74503,11053.54746,10988.51654,11237.50058,11467.38941,11377.22559,11499.26346,11583.59893,11992.73788,12737.55583,12400.60915,11843.59875,12472.58026,12148.95818,13203.63416,13461.10141,13602.65894,14907.46619,,,,,
Dominica,DMA,GNI per capita (constant 2000 US$),NY.GNP.PCAP.KD,,,,,,,,,,,,,,,,2204.231053,2425.799525,1964.227253,2248.422168,2524.179421,2624.13217,2689.517388,2811.865809,2780.082295,3093.112645,3302.903378,3647.919123,3605.495645,3876.897446,3854.088638,3941.416765,4022.04748,3990.423616,4033.226915,4062.806555,4206.307072,4467.542916,4349.362962,4153.998334,4374.605952,4261.099442,4631.014224,4721.317736,4770.967317,5228.612603,,,,,
Dominican Republic,DOM,"Primary education, teachers",SE.PRM.TCHR,,,,,,,,,,13796,14782,15216,15821,16824,17932,,,,,,,23578,,,,,,,,,,,,,,,41329,,,,42929,42156,50791,53015,54838,56744,66539,52937,51615,
Dominican Republic,DOM,"Secondary education, teachers",SE.SEC.TCHR,,,,,,,,,,4668,,,,,,,,,,,,,,,,,,,,,,,,,,,13421,,,,,28655,28948,30583,32700,31710,37164,34673,32084,
Dominican Republic,DOM,"Expenditure per student, primary (% of GDP per capita)",SE.XPD.PRIM.PC.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.83117,,4.54962,6.95928,,9.03174,7.23739,7.11988,7.5325,
Dominican Republic,DOM,"Expenditure per student, secondary (% of GDP per capita)",SE.XPD.SECO.PC.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.28053,4.97471,,4.06806,6.33795,7.16065,6.73941,
Dominican Republic,DOM,"Expenditure per student, tertiary (% of GDP per capita)",SE.XPD.TERT.PC.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dominican Republic,DOM,"Health expenditure, total (% of GDP)",SH.XPD.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.525269566,5.337747019,5.65274854,5.835075372,5.928109272,6.348151528,6.196317442,6.341039501,5.950949669,5.333105054,5.48004949,5.561317329,5.370262907,5.713459282,5.860548256,6.22363584,
Dominican Republic,DOM,Present value of external debt (% of GNI),DT.DOD.PVLX.GN.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.6581469,
Dominican Republic,DOM,Interest payments on external debt (% of GNI),DT.INT.DECT.GN.ZS,,,,,,,,,0.851239633,0.80922909,0.802170721,0.850355195,0.804341906,0.912744921,0.86954098,1.107332216,1.326948012,1.460458933,2.787757977,3.360917242,2.661409257,2.130860341,1.634131152,3.918818779,3.860801856,2.62541009,3.600387896,1.897619989,1.272480526,1.130393496,1.372880297,1.190130664,1.515181431,1.121594944,1.139506246,1.068610845,0.953363756,0.985854232,1.146798369,1.030515718,1.049231553,1.537439938,1.618492554,0.771407885,0.937608351,1.155606998,1.253256942,1.127288391,1.04587471,
Dominican Republic,DOM,External debt stocks (% of GNI),DT.DOD.DECT.GN.ZS,,,,,,,,,24.38138358,24.25404027,21.72535836,20.02292766,19.77794224,18.71252175,20.61746905,24.94338307,28.02236128,28.92718558,31.17640386,32.884585,32.69335408,35.19093174,31.20225165,74.11481913,62.737843,70.96872364,78.56565536,63.36412119,64.68739073,47.95478747,42.52693636,39.57606914,30.91149304,28.52870275,24.88017334,22.51642602,21.71457753,22.5986859,19.78227187,21.60506181,24.68488166,33.59239221,35.24635934,22.02905992,25.08184672,25.84964855,23.16497588,24.63957429,26.20082583,
Dominican Republic,DOM,Total debt service (% of GNI),DT.TDS.DECT.GN.ZS,,,,,,,,,3.029399679,2.973502316,2.732609854,3.360840575,2.303622892,3.008672556,2.729830453,3.101031592,3.491260286,5.806708192,5.90041277,5.680594972,5.13407418,4.481230816,2.651358165,6.395244422,6.366583267,5.557166867,6.72277306,5.0578619,3.434599613,2.821808329,3.188530925,2.637439851,3.643672276,2.623798727,2.574450888,2.426198475,1.847840279,1.824454179,2.26726305,2.613418713,2.637965617,4.648536308,3.928811377,3.146811864,3.936308148,3.518230923,3.206734795,2.937407819,2.676343812,
Dominican Republic,DOM,GNI per capita (constant LCU),NY.GNP.PCAP.KN,8726.673382,9014.600912,9345.244726,7991.783704,8729.981974,8757.773688,8533.694309,9181.740204,10701.48652,11606.15815,12708.85675,13763.61415,14161.02736,14543.93274,15134.32834,15288.64279,15486.33057,15945.54229,16195.84889,16409.12635,16448.49208,16789.03712,16650.043,15582.78503,16035.69275,17114.07286,16911.26339,17488.13397,16276.36528,16193.34752,17522.10827,18122.67954,18312.72687,18973.56858,20137.29591,21359.07111,22423.02753,23492.253,24495.31625,24527.21884,25581.12366,24588.24876,24046.91415,26684.82428,29246.12832,31318.93828,32905.60339,33607.79841,35885.27511,
Dominican Republic,DOM,GNI per capita (constant 2000 US$),NY.GNP.PCAP.KD,951.8262619,983.2307813,1019.294405,871.6711713,952.187133,955.2184007,930.7778575,1001.460817,1167.22094,1265.894303,1386.166651,1501.210007,1544.55623,1586.320071,1650.715059,1667.546278,1689.108265,1739.194908,1766.496078,1789.758447,1794.052102,1831.195662,1816.035446,1699.628641,1749.027702,1866.647608,1844.526993,1907.446797,1775.278075,1766.223252,1911.152404,1976.657263,1997.385899,2069.46451,2196.393316,2329.653456,2445.700158,2562.321561,2671.726588,2675.206233,2790.156597,2681.862822,2622.81896,2910.538235,3189.902013,3415.985295,3589.044313,3665.633367,3914.039837,
East Asia & Pacific (all income levels),EAS,"Primary education, teachers",SE.PRM.TCHR,,,,,,,,,593119,5169937,5529431,5868070,6291189,6715292,7247968,7285888,7306878,6209632,6389454,7362065,7579499,7968267,8026541,8253930,7872998,8407587,8502180,8580206,8668468,8811482,8747406,8739475,8448113,8430165,8168596,8464277,7256488,2020616,2834781,9958050,9813994,9247297,3208396,3198116,9499648,9789522,9510646,9463393,624513,
East Asia & Pacific (all income levels),EAS,"Secondary education, teachers",SE.SEC.TCHR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
East Asia & Pacific (all income levels),EAS,"Expenditure per student, primary (% of GDP per capita)",SE.XPD.PRIM.PC.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.22922,15.33784,,,
East Asia & Pacific (all income levels),EAS,"Expenditure per student, secondary (% of GDP per capita)",SE.XPD.SECO.PC.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.92066,,,,,,,14.40922,,,
East Asia & Pacific (all income levels),EAS,"Expenditure per student, tertiary (% of GDP per capita)",SE.XPD.TERT.PC.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
East Asia & Pacific (all income levels),EAS,"Health expenditure, total (% of GDP)",SH.XPD.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.036171838,6.051985239,5.999011272,6.339920534,6.528807822,6.629681055,6.718030052,6.672117899,6.76685291,6.710997676,6.668763617,6.498882309,6.296097588,6.459986715,7.030723183,6.862754993,
East Asia & Pacific (all income levels),EAS,Present value of external debt (% of GNI),DT.DOD.PVLX.GN.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
East Asia & Pacific (all income levels),EAS,Interest payments on external debt (% of GNI),DT.INT.DECT.GN.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
East Asia & Pacific (all income levels),EAS,External debt stocks (% of GNI),DT.DOD.DECT.GN.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
East Asia & Pacific (all income levels),EAS,Total debt service (% of GNI),DT.TDS.DECT.GN.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
East Asia & Pacific (all income levels),EAS,GNI per capita (constant LCU),NY.GNP.PCAP.KN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
East Asia & Pacific (all income levels),EAS,GNI per capita (constant 2000 US$),NY.GNP.PCAP.KD,1105.419693,1168.16564,1267.596463,1309.731737,1400.160523,1506.727736,1645.60087,1792.0658,1840.211577,1881.736085,1986.399807,2096.795774,2043.402307,2069.463673,2126.166373,2195.550502,2281.214047,2373.798678,2409.683365,2452.832742,2498.152412,2527.24208,2596.942728,2698.431769,2763.56684,2857.892271,3019.512243,3139.286039,3259.579153,3344.719852,3397.80215,3451.382732,3526.602709,3617.136037,3736.123039,3819.291569,3737.004325,3780.867596,3920.124711,3969.812726,4053.19905,4169.221856,4341.188905,4497.634386,4710.060521,4962.719029,5050.756894,4968.251157,5253.504643,
East Asia & Pacific (developing only),EAP,"Primary education, teachers",SE.PRM.TCHR,,,,,,,,,578730,4664725,4985524,5315893,5731082,6163709,6678848,6707209,6719083,5608623,5778315,6716742,6928543,7330512,7370900,7621356,7248154,7773131,7867927,7945674,8048643,8071118,8004487,8027347,7790323,7725540,7461771,7793001,6584151,1379499,2297925,9418573,9265560,8686452,2634636,2618611,8913887,9182321,8898702,8842156,596056,
East Asia & Pacific (developing only),EAP,"Secondary education, teachers",SE.SEC.TCHR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5260272,,,,,,,,6609924.873,6590296.835,6570187.785,6910853.115,7311127.658,7658043.761,8054620.904,8352105.034,8938424.68,9181867.296,9187661.932,,
East Asia & Pacific (developing only),EAP,"Expenditure per student, primary (% of GDP per capita)",SE.XPD.PRIM.PC.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
East Asia & Pacific (developing only),EAP,"Expenditure per student, secondary (% of GDP per capita)",SE.XPD.SECO.PC.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
East Asia & Pacific (developing only),EAP,"Expenditure per student, tertiary (% of GDP per capita)",SE.XPD.TERT.PC.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.83394,,,,,,,,,,
East Asia & Pacific (developing only),EAP,"Health expenditure, total (% of GDP)",SH.XPD.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.262742499,3.476416784,3.651226065,4.063506555,4.112908809,4.159002823,4.207239177,4.35886662,4.477903923,4.404720728,4.367906255,4.262574445,4.148549452,4.369459879,4.844801308,4.753327038,
East Asia & Pacific (developing only),EAP,Present value of external debt (% of GNI),DT.DOD.PVLX.GN.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
East Asia & Pacific (developing only),EAP,Interest payments on external debt (% of GNI),DT.INT.DECT.GN.ZS,,,,,,,,,0.13030833,0.16351333,0.185802841,0.192812918,0.235433749,0.282969491,0.40075233,0.496608719,0.692772236,0.89882775,1.309139764,1.650390422,1.820594942,1.706314803,1.834794048,1.689211267,1.730530227,2.073600878,2.010678887,2.045081377,1.897340498,1.980110401,1.713501126,1.676224649,1.602430773,1.605012667,1.487300568,1.616977731,1.745606046,1.620345527,1.501482888,1.300632201,0.934452426,0.843578184,0.759446663,0.587314349,0.600307569,0.54914775,0.392146962,0.294603782,0.625285734,
East Asia & Pacific (developing only),EAP,External debt stocks (% of GNI),DT.DOD.DECT.GN.ZS,,,,,,,,,6.909897045,7.337664903,7.578952506,6.933519371,7.561536963,8.536947962,10.65480841,11.62959008,14.74043611,15.15385502,16.49895716,18.56638871,21.56250735,23.42349884,23.25313157,24.52058637,29.08298172,35.85761214,32.06495597,33.25285647,35.50878168,37.17825862,37.12179645,37.91315468,36.61688039,35.45382855,33.43906504,34.30523883,38.13588323,35.11394641,29.52463235,28.76371628,25.81344584,23.68008879,22.14169303,20.17059214,17.63294823,15.57125271,12.85428332,13.13549527,13.46503059,
East Asia & Pacific (developing only),EAP,Total debt service (% of GNI),DT.TDS.DECT.GN.ZS,,,,,,,,,,,,,,,,,,,,3.001128888,3.345228065,3.335661799,3.478115552,4.034049231,4.089829524,4.906178288,5.198001148,4.69360103,4.780171282,4.555443227,4.663926931,4.885507884,4.383126626,4.132255791,4.211218488,4.159230215,4.461304742,4.871968665,4.351790688,4.410258833,4.472420237,4.135490575,3.026790664,2.903281772,2.586930007,2.206321369,1.641289801,1.618239072,1.757730777,
East Asia & Pacific (developing only),EAP,GNI per capita (constant LCU),NY.GNP.PCAP.KN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
East Asia & Pacific (developing only),EAP,GNI per capita (constant 2000 US$),NY.GNP.PCAP.KD,,,,,,,,,,,,,,,,,243.9198904,255.678055,270.0887839,280.6913055,292.4422763,312.683002,335.4863773,355.7726913,374.4105492,402.7930215,437.6200596,456.4458465,474.7472979,500.326141,549.0620726,609.8848036,670.8439012,721.4628796,777.987066,826.5393735,831.5430256,868.6598406,930.0976316,984.3380097,1056.709528,1144.527443,1240.125436,1345.692734,1489.898793,1668.594292,1800.586024,1919.112301,2096.398429,
Ecuador,ECU,"Primary education, teachers",SE.PRM.TCHR,,,,,,,,,,26609,27471,28380,29569,31054,32279,34999,36783,37665,39830,42415,45459,45225,50347,52733,53683,55568,58326,62451,60608,61039,63845,63347,63500,67446,70162,74601,76770,70618,82809,84758,81021,83736,86012,87247,89115,90366,,120064,,
Ecuador,ECU,"Secondary education, teachers",SE.SEC.TCHR,,,,,,,,,,15699,16138,17659,19612,21085,23446,26129,27804,35789,31731,34868,37318,40770,40840,44588,47506,49749,53568,,,,,62700,,,67414,,75001,53937,67548,68963,71175,73284,74685,75743,76835,77904,,60032,,
Ecuador,ECU,"Expenditure per student, primary (% of GDP per capita)",SE.XPD.PRIM.PC.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.39612,3.19898,,,,,,,,,,,
Ecuador,ECU,"Expenditure per student, secondary (% of GDP per capita)",SE.XPD.SECO.PC.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.56649,6.02791,,,,,,,,,,,
Ecuador,ECU,"Expenditure per student, tertiary (% of GDP per capita)",SE.XPD.TERT.PC.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ecuador,ECU,"Health expenditure, total (% of GDP)",SH.XPD.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.109574728,4.403273092,4.406295972,4.290167987,4.728947995,4.151242807,4.62169478,4.934719787,4.889978574,5.140136711,5.161078263,6.707418789,6.954180249,7.00301121,8.798447598,8.058597201,
Ecuador,ECU,Present value of external debt (% of GNI),DT.DOD.PVLX.GN.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.09720325,
